team_id,player_id,x_loc,y_loc,z_loc_x,game_clock,shot_clock,quarter_x,game_id_x,event_id,game_id_y,quarter_y,z_loc_y,calculated_peak_game_clock,recorded_game_clock,recorded_player_id,recorded_player_name,recorded_loc_x,recorded_loc_y,peak_shot_game_clock
-1,-1,17.253610000000002,20.005489999999998,3.3406599999999997,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612743,202702,28.162409999999998,18.87286,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612743,201568,18.70531,31.331970000000002,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612743,203914,71.25959,8.144969999999999,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612743,203999,70.74857,31.91035,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612743,1626144,18.19998,19.49279,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612756,2199,67.40057,34.99176,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612756,200782,53.02856,41.83863,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612756,202693,29.2592,17.32023,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612756,202339,15.72933,22.552770000000002,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
1610612756,202688,61.256519999999995,4.73411,0.0,143.78999999999996,21.66,1,21500185,30,21500185.0,1.0,3.168146666666667,143.7,148.0,1626144.0,Emmanuel Mudiay,27.0,2.0,144.7
-1,-1,89.11924,18.80879,1.36809,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
1610612743,202702,88.11208,19.16197,0.0,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
1610612743,201568,86.22445,33.45843,0.0,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
1610612743,203914,75.01552,14.8648,0.0,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
1610612743,203999,82.0885,24.73578,0.0,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
1610612743,1626144,68.44426999999999,24.658920000000002,0.0,178.97000000000003,10.44,1,21500185,33,21500185.0,1.0,1.266895,178.9,182.0,202693.0,Markieff Morris,-83.0,7.0,179.9
