game_id_x,event_id,quarter,z_loc,game_clock,game_id_y,recorded_game_clock,recorded_player_id,recorded_player_name,recorded_loc_x,recorded_loc_y,peak_shot_game_clock
21500167,2,1,2.5833733333333337,10.1,21500167.0,13.0,204456.0,T.J. McConnell,-117.0,228.0,11.2
21500167,3,1,10.493350000000001,36.1,21500167.0,38.0,202730.0,Lavoy Allen,22.0,-15.0,36.2
21500167,5,1,3.6611000000000002,58.3,21500167.0,61.0,202331.0,Paul George,145.0,100.0,59.4
21500167,15,1,1.14983,133.0,21500167.0,136.0,202331.0,Paul George,89.0,80.0,134.3
21500167,17,1,3.3169450000000005,136.8,21500167.0,140.0,202730.0,Lavoy Allen,33.0,43.0,137.6
21500167,25,1,2.429145,179.8,21500167.0,183.0,203917.0,Nik Stauskas,-178.0,200.0,181.0
21500167,28,1,2.6781633333333335,217.3,21500167.0,220.0,204456.0,T.J. McConnell,-91.0,242.0,218.4
21500167,40,1,3.0709700000000004,261.5,21500167.0,265.0,202331.0,Paul George,-145.0,139.0,262.7
21500167,41,1,1.2496133333333332,284.3,21500167.0,288.0,1626143.0,Jahlil Okafor,68.0,-5.0,285.7
21500167,45,1,2.82967,323.8,21500167.0,327.0,203496.0,Robert Covington,215.0,151.0,325.0
21500167,52,1,3.3096366666666666,340.2,21500167.0,343.0,202331.0,Paul George,4.0,95.0,341.3
21500167,54,1,3.498105,345.0,21500167.0,346.0,101139.0,CJ Miles,9.0,267.0,345.9
21500167,61,1,0.87731,377.8,21500167.0,381.0,203496.0,Robert Covington,-71.0,-6.0,378.9
21500167,63,1,3.7765,395.1,21500167.0,398.0,101133.0,Ian Mahinmi,-37.0,159.0,396.2
21500167,88,1,2.6741833333333336,487.3,21500167.0,490.0,201978.0,Chase Budinger,9.0,259.0,488.5
21500167,93,1,3.795006666666667,525.8,21500167.0,529.0,203457.0,Nerlens Noel,-29.0,7.0,526.5
21500167,100,1,1.0605266666666666,580.8,21500167.0,585.0,202331.0,Paul George,159.0,124.0,582.3
21500167,108,1,1.9367666666666665,639.3,21500167.0,642.0,201941.0,Jordan Hill,0.0,1.0,640.0
21500167,112,1,4.536266666666666,684.3,21500167.0,687.0,203457.0,Nerlens Noel,-47.0,57.0,685.1
21500167,114,1,10.026295000000001,701.1,21500167.0,702.0,201941.0,Jordan Hill,-20.0,36.0,701.4
21500167,116,1,2.9637450000000003,704.9,21500167.0,708.0,201978.0,Chase Budinger,-6.0,31.0,706.0
21500167,126,2,2.912203333333333,733.6,21500167.0,737.0,1626202.0,Joe Young,-6.0,254.0,734.7
21500167,134,2,0.4993966666666667,772.8,21500167.0,776.0,1626143.0,Jahlil Okafor,9.0,7.0,774.0
21500167,135,2,7.47634,788.9,21500167.0,791.0,201978.0,Chase Budinger,0.0,1.0,789.3
21500167,145,2,9.236443333333334,847.1,21500167.0,849.0,201978.0,Chase Budinger,-53.0,-1.0,847.4
21500167,146,2,9.236443333333334,847.1,21500167.0,851.0,201941.0,Jordan Hill,2.0,8.0,847.4
21500167,154,2,3.5863366666666665,906.8,21500167.0,910.0,203922.0,Glenn Robinson III,46.0,156.0,907.8
21500167,159,2,10.590643333333333,941.6,21500167.0,943.0,1626143.0,Jahlil Okafor,20.0,46.0,941.9
21500167,161,2,10.590643333333333,941.6,21500167.0,946.0,203924.0,Jerami Grant,-9.0,23.0,941.9
21500167,175,2,3.1501900000000003,1006.8,21500167.0,1010.0,203922.0,Glenn Robinson III,135.0,38.0,1007.8
21500167,193,2,3.062275,1097.0,21500167.0,1100.0,204456.0,T.J. McConnell,-109.0,-19.0,1098.0
21500167,197,2,4.16164,1131.8,21500167.0,1135.0,101133.0,Ian Mahinmi,-4.0,13.0,1132.5
21500167,209,2,3.885055,1172.8,21500167.0,1175.0,203496.0,Robert Covington,38.0,-31.0,1173.8
21500167,212,2,3.11945,1209.1,21500167.0,1212.0,101145.0,Monta Ellis,-120.0,232.0,1210.1
21500167,213,2,3.0361333333333334,1225.8,21500167.0,1229.0,203138.0,Hollis Thompson,-194.0,154.0,1227.0
21500167,241,2,0.7961133333333335,1348.3,21500167.0,1352.0,202331.0,Paul George,78.0,242.0,1349.8
21500167,245,2,3.3256249999999996,1394.7,21500167.0,1398.0,203138.0,Hollis Thompson,35.0,252.0,1395.8
21500167,258,3,1.1537633333333333,1454.9,21500167.0,1458.0,202331.0,Paul George,10.0,262.0,1456.3
21500167,260,3,3.55477,1474.9,21500167.0,1478.0,202331.0,Paul George,-148.0,218.0,1475.9
21500167,262,3,5.439526666666667,1488.7,21500167.0,1491.0,101145.0,Monta Ellis,14.0,16.0,1489.4
21500167,265,3,3.2244266666666666,1514.3,21500167.0,1517.0,202331.0,Paul George,140.0,121.0,1515.4
21500167,275,3,2.77044,1572.4,21500167.0,1575.0,203917.0,Nik Stauskas,-155.0,208.0,1573.4
21500167,279,3,3.0266699999999997,1593.5,21500167.0,1596.0,101145.0,Monta Ellis,-143.0,7.0,1594.5
21500167,281,3,3.44767,1598.4,21500167.0,1601.0,202331.0,Paul George,127.0,247.0,1599.5
21500167,283,3,3.7908850000000003,1601.8,21500167.0,1605.0,202331.0,Paul George,161.0,213.0,1602.9
21500167,290,3,2.97477,1645.9,21500167.0,1649.0,203924.0,Jerami Grant,138.0,223.0,1647.2
21500167,308,3,3.189716666666667,1758.2,21500167.0,1761.0,202730.0,Lavoy Allen,91.0,169.0,1759.4
21500167,315,3,3.8097566666666665,1805.5,21500167.0,1808.0,202331.0,Paul George,-119.0,139.0,1806.6
21500167,316,3,2.7416850000000004,1828.8,21500167.0,1831.0,203138.0,Hollis Thompson,-99.0,228.0,1829.9
