game_id_x,event_id,quarter,z_loc,game_clock,game_id_y,recorded_game_clock,recorded_player_id,recorded_player_name,recorded_loc_x,recorded_loc_y,peak_shot_game_clock
21500324,2,1,2.942155,13.4,21500324.0,16.0,200755.0,JJ Redick,22.0,144.0,14.4
21500324,7,1,2.3665033333333336,59.2,21500324.0,62.0,201564.0,O.J. Mayo,-181.0,90.0,60.3
21500324,15,1,0.93221,118.4,21500324.0,119.0,200755.0,JJ Redick,220.0,95.0,118.9
21500324,16,1,3.48802,128.6,21500324.0,132.0,203114.0,Khris Middleton,-74.0,149.0,129.7
21500324,23,1,2.62628,163.5,21500324.0,168.0,200755.0,JJ Redick,-238.0,110.0,164.8
21500324,25,1,10.758236666666667,188.8,21500324.0,190.0,203507.0,Giannis Antetokounmpo,-29.0,190.0,189.4
21500324,31,1,1.8902450000000002,232.9,21500324.0,236.0,101108.0,Chris Paul,-81.0,70.0,234.0
21500324,33,1,11.38041,247.0,21500324.0,248.0,202328.0,Greg Monroe,-35.0,2.0,247.1
21500324,37,1,1.9380199999999999,259.5,21500324.0,260.0,200755.0,JJ Redick,-100.0,233.0,259.9
21500324,38,1,0.56136,293.4,21500324.0,296.0,201601.0,Luc Mbah a Moute,-11.0,0.0,294.4
21500324,39,1,4.6537749999999996,321.4,21500324.0,322.0,203507.0,Giannis Antetokounmpo,6.0,2.0,321.9
21500324,41,1,4.6537749999999996,321.4,21500324.0,326.0,202328.0,Greg Monroe,115.0,-21.0,322.5
21500324,79,1,10.34288,465.7,21500324.0,468.0,203487.0,Michael Carter-Williams,-6.0,-1.0,466.0
21500324,85,1,0.60265,492.7,21500324.0,496.0,203114.0,Khris Middleton,-209.0,174.0,494.0
21500324,87,1,3.818345,528.4,21500324.0,532.0,1626173.0,Rashad Vaughn,230.0,-11.0,529.6
21500324,92,1,3.260625,541.8,21500324.0,546.0,203114.0,Khris Middleton,225.0,51.0,543.0
21500324,99,1,2.930786666666666,586.0,21500324.0,589.0,201933.0,Blake Griffin,-52.0,174.0,587.2
21500324,100,1,3.405855,605.1,21500324.0,607.0,203487.0,Michael Carter-Williams,-16.0,2.0,605.8
21500324,123,1,4.035003333333333,688.6,21500324.0,691.0,202325.0,Wesley Johnson,-17.0,11.0,689.7
21500324,125,1,3.092,711.9,21500324.0,713.0,203487.0,Michael Carter-Williams,0.0,1.0,712.4
21500324,133,2,0.7395900000000001,771.0,21500324.0,775.0,2037.0,Jamal Crawford,-201.0,188.0,772.5
21500324,135,2,2.937325,797.3,21500324.0,802.0,203948.0,Johnny O'Bryant III,-235.0,-1.0,798.4
21500324,137,2,3.1305199999999997,823.3,21500324.0,827.0,1718.0,Paul Pierce,-74.0,249.0,824.5
21500324,153,2,3.9366149999999998,870.8,21500324.0,873.0,203089.0,John Henson,-1.0,7.0,871.6
21500324,169,2,2.658035,935.3,21500324.0,939.0,2037.0,Jamal Crawford,-112.0,65.0,936.5
21500324,182,2,3.47667,1011.8,21500324.0,1015.0,203089.0,John Henson,0.0,1.0,1012.5
21500324,188,2,3.0361450000000003,1036.4,21500324.0,1040.0,200755.0,JJ Redick,194.0,-1.0,1037.4
21500324,210,2,3.6938633333333333,1114.3,21500324.0,1115.0,201933.0,Blake Griffin,-14.0,2.0,1114.8
21500324,213,2,3.388363333333333,1146.5,21500324.0,1149.0,202325.0,Wesley Johnson,-191.0,195.0,1147.5
21500324,216,2,2.7547550000000003,1172.5,21500324.0,1177.0,201564.0,O.J. Mayo,-201.0,16.0,1174.2
21500324,219,2,4.03843,1195.4,21500324.0,1199.0,202328.0,Greg Monroe,78.0,134.0,1196.3
21500324,222,2,3.5670200000000003,1218.5,21500324.0,1221.0,203507.0,Giannis Antetokounmpo,12.0,7.0,1219.6
21500324,223,2,0.8812633333333334,1224.0,21500324.0,1228.0,202325.0,Wesley Johnson,0.0,1.0,1224.9
21500324,224,2,2.72029,1241.9,21500324.0,1246.0,201564.0,O.J. Mayo,-11.0,47.0,1242.9
21500324,233,2,4.17864,1272.5,21500324.0,1276.0,202328.0,Greg Monroe,-22.0,139.0,1273.5
21500324,239,2,3.7338566666666666,1304.3,21500324.0,1307.0,201933.0,Blake Griffin,-114.0,154.0,1305.3
21500324,259,2,1.2287433333333333,1381.0,21500324.0,1384.0,203953.0,Jabari Parker,-110.0,120.0,1382.5
21500324,261,2,1.01745,1402.1,21500324.0,1405.0,203487.0,Michael Carter-Williams,94.0,116.0,1403.4
21500324,282,3,2.8729999999999998,1449.0,21500324.0,1453.0,203114.0,Khris Middleton,-94.0,134.0,1450.1
21500324,284,3,1.90438,1467.3,21500324.0,1471.0,201933.0,Blake Griffin,-19.0,178.0,1468.6
21500324,287,3,4.4493100000000005,1497.1,21500324.0,1500.0,200755.0,JJ Redick,223.0,80.0,1498.1
21500324,288,3,3.627356666666666,1513.5,21500324.0,1517.0,203953.0,Jabari Parker,-161.0,82.0,1514.6
21500324,297,3,1.34193,1613.3,21500324.0,1618.0,201933.0,Blake Griffin,-106.0,16.0,1614.4
21500324,298,3,4.4691,1631.8,21500324.0,1635.0,202328.0,Greg Monroe,0.0,1.0,1632.5
21500324,299,3,3.12139,1646.1,21500324.0,1649.0,200755.0,JJ Redick,-250.0,21.0,1647.1
21500324,300,3,3.53902,1668.3,21500324.0,1672.0,201564.0,O.J. Mayo,-169.0,205.0,1669.6
21500324,303,3,5.00197,1693.1,21500324.0,1697.0,200755.0,JJ Redick,-34.0,47.0,1693.9
21500324,304,3,0.308315,1714.7,21500324.0,1719.0,203953.0,Jabari Parker,-20.0,11.0,1715.7
21500324,311,3,2.50954,1757.1,21500324.0,1761.0,203953.0,Jabari Parker,38.0,26.0,1757.9
21500324,313,3,2.620225,1773.7,21500324.0,1778.0,201933.0,Blake Griffin,-132.0,21.0,1774.7
21500324,315,3,3.637023333333333,1791.2,21500324.0,1795.0,203507.0,Giannis Antetokounmpo,148.0,208.0,1792.5
21500324,317,3,0.6000966666666666,1815.6,21500324.0,1820.0,101108.0,Chris Paul,105.0,244.0,1817.1
21500324,324,3,4.84166,1865.5,21500324.0,1870.0,202328.0,Greg Monroe,-27.0,8.0,1866.3
21500324,327,3,0.9949533333333332,1900.3,21500324.0,1904.0,203487.0,Michael Carter-Williams,9.0,26.0,1901.4
21500324,328,3,2.371555,1922.6,21500324.0,1926.0,101108.0,Chris Paul,169.0,-11.0,1923.8
21500324,332,3,3.17092,1942.8,21500324.0,1946.0,203487.0,Michael Carter-Williams,-2.0,7.0,1943.4
21500324,333,3,2.680476666666667,1968.0,21500324.0,1971.0,101108.0,Chris Paul,-9.0,169.0,1969.1
21500324,360,3,3.208005,2071.8,21500324.0,2075.0,2746.0,Josh Smith,-250.0,8.0,2073.0
21500324,377,3,4.194515,2128.8,21500324.0,2132.0,203487.0,Michael Carter-Williams,-78.0,41.0,2129.5
21500324,391,4,2.4258900000000003,2174.7,21500324.0,2178.0,201933.0,Blake Griffin,-169.0,95.0,2175.9
21500324,399,4,3.2844333333333338,2213.6,21500324.0,2217.0,203487.0,Michael Carter-Williams,-42.0,36.0,2214.5
21500324,400,4,10.70265,2241.8,21500324.0,2243.0,201933.0,Blake Griffin,-178.0,134.0,2242.4
21500324,419,4,2.669066666666667,2336.3,21500324.0,2339.0,201933.0,Blake Griffin,-174.0,110.0,2337.5
21500324,437,4,0.33655999999999997,2407.2,21500324.0,2411.0,203114.0,Khris Middleton,-150.0,-26.0,2408.3
21500324,443,4,5.422366666666666,2452.8,21500324.0,2455.0,202328.0,Greg Monroe,-9.0,2.0,2453.4
21500324,450,4,1.1804666666666668,2487.4,21500324.0,2491.0,203953.0,Jabari Parker,50.0,129.0,2488.6
21500324,453,4,4.9437549999999995,2511.5,21500324.0,2513.0,202328.0,Greg Monroe,-16.0,41.0,2512.5
21500324,457,4,0.1424,2522.1,21500324.0,2526.0,203487.0,Michael Carter-Williams,114.0,101.0,2523.7
21500324,506,4,10.583926666666665,2645.3,21500324.0,2648.0,203114.0,Khris Middleton,-181.0,205.0,2645.6
21500324,511,4,0.8967833333333334,2677.9,21500324.0,2681.0,200755.0,JJ Redick,-4.0,41.0,2679.2
21500324,515,4,3.7737,2693.8,21500324.0,2696.0,203507.0,Giannis Antetokounmpo,-19.0,-6.0,2694.7
21500324,516,4,1.031035,2714.2,21500324.0,2717.0,201933.0,Blake Griffin,-63.0,178.0,2715.4
21500324,546,4,4.1259733333333335,2809.7,21500324.0,2812.0,201933.0,Blake Griffin,-17.0,193.0,2810.6
21500324,548,4,2.45484,2833.8,21500324.0,2836.0,101108.0,Chris Paul,10.0,272.0,2835.0
21500324,549,4,1.079455,2844.5,21500324.0,2847.0,203487.0,Michael Carter-Williams,-86.0,36.0,2845.4
21500324,550,4,2.833375,2865.6,21500324.0,2869.0,201933.0,Blake Griffin,-186.0,139.0,2866.7
21500324,552,4,2.886146666666667,2879.6,21500324.0,2880.0,201564.0,O.J. Mayo,-246.0,-16.0,2879.9
