game_id_x,event_id,quarter,z_loc,game_clock,game_id_y,recorded_game_clock,recorded_player_id,recorded_player_name,recorded_loc_x,recorded_loc_y,peak_shot_game_clock
21500646,2,1,1.0064133333333334,12.2,21500646.0,15.0,2200.0,Pau Gasol,-52.0,97.0,13.5
21500646,4,1,2.3476,26.9,21500646.0,30.0,202340.0,Avery Bradley,-132.0,169.0,28.1
21500646,5,1,1.96006,46.1,21500646.0,49.0,201565.0,Derrick Rose,-145.0,2.0,47.4
21500646,13,1,3.8857799999999996,104.7,21500646.0,108.0,201959.0,Taj Gibson,27.0,124.0,105.8
21500646,16,1,4.004216666666667,135.7,21500646.0,139.0,2200.0,Pau Gasol,-45.0,36.0,136.5
21500646,20,1,2.72254,153.8,21500646.0,157.0,201565.0,Derrick Rose,-215.0,126.0,154.9
21500646,22,1,4.92877,187.2,21500646.0,190.0,2200.0,Pau Gasol,55.0,193.0,188.3
21500646,35,1,3.251085,224.6,21500646.0,225.0,203109.0,Jae Crowder,202.0,41.0,224.9
21500646,48,1,2.3630999999999998,277.8,21500646.0,282.0,201959.0,Taj Gibson,-48.0,16.0,279.2
21500646,49,1,2.9960466666666665,291.8,21500646.0,295.0,203482.0,Kelly Olynyk,182.0,183.0,292.9
21500646,55,1,4.90244,320.0,21500646.0,323.0,203482.0,Kelly Olynyk,9.0,11.0,320.7
21500646,61,1,1.02076,346.6,21500646.0,350.0,202738.0,Isaiah Thomas,17.0,-5.0,347.6
21500646,67,1,1.0358633333333334,382.9,21500646.0,387.0,201959.0,Taj Gibson,10.0,8.0,384.3
21500646,69,1,2.72515,386.9,21500646.0,390.0,201565.0,Derrick Rose,25.0,257.0,388.0
21500646,74,1,6.23804,403.3,21500646.0,404.0,203096.0,Jared Sullinger,9.0,36.0,403.6
21500646,86,1,7.778389999999999,450.4,21500646.0,452.0,202703.0,Nikola Mirotic,17.0,7.0,450.9
21500646,87,1,10.45935,463.9,21500646.0,466.0,202340.0,Avery Bradley,-2.0,2.0,464.0
21500646,92,1,3.252473333333333,486.4,21500646.0,489.0,203926.0,Doug McDermott,64.0,242.0,487.5
21500646,104,1,3.4761399999999996,555.1,21500646.0,558.0,202703.0,Nikola Mirotic,-1.0,-1.0,556.0
21500646,112,1,0.43689500000000003,589.5,21500646.0,593.0,202340.0,Avery Bradley,-165.0,65.0,590.9
21500646,113,1,1.5941399999999997,608.3,21500646.0,612.0,2200.0,Pau Gasol,-35.0,43.0,609.7
21500646,131,1,0.97737,655.6,21500646.0,660.0,2200.0,Pau Gasol,-1.0,7.0,656.5
21500646,132,1,2.44528,669.5,21500646.0,672.0,202340.0,Avery Bradley,-153.0,195.0,670.7
21500646,136,1,5.428120000000001,719.4,21500646.0,720.0,202710.0,Jimmy Butler,-160.0,252.0,719.9
21500646,141,2,2.67176,733.5,21500646.0,737.0,203935.0,Marcus Smart,46.0,116.0,735.0
21500646,143,2,3.092235,750.7,21500646.0,754.0,202710.0,Jimmy Butler,158.0,95.0,751.7
21500646,145,2,1.3345766666666667,775.3,21500646.0,776.0,202323.0,Evan Turner,123.0,13.0,775.4
21500646,146,2,3.5361200000000004,785.6,21500646.0,789.0,202710.0,Jimmy Butler,10.0,-1.0,786.5
21500646,152,2,2.8257366666666663,815.9,21500646.0,819.0,202703.0,Nikola Mirotic,-220.0,134.0,817.0
21500646,161,2,0.37048333333333333,874.5,21500646.0,878.0,202710.0,Jimmy Butler,115.0,21.0,875.8
21500646,163,2,10.85122,876.2,21500646.0,881.0,202710.0,Jimmy Butler,6.0,8.0,876.5
21500646,165,2,10.638045,893.9,21500646.0,895.0,203935.0,Marcus Smart,53.0,247.0,894.5
21500646,172,2,2.304403333333333,922.1,21500646.0,925.0,203092.0,Tyler Zeller,53.0,75.0,923.4
21500646,176,2,2.88063,954.8,21500646.0,958.0,202323.0,Evan Turner,232.0,43.0,956.0
21500646,180,2,2.3952999999999998,992.0,21500646.0,995.0,203482.0,Kelly Olynyk,82.0,31.0,993.0
21500646,183,2,3.2094750000000003,1016.2,21500646.0,1020.0,202710.0,Jimmy Butler,182.0,52.0,1017.4
21500646,185,2,7.787505,1031.0,21500646.0,1032.0,203482.0,Kelly Olynyk,-11.0,2.0,1031.3
21500646,190,2,1.30289,1048.6,21500646.0,1051.0,202734.0,E'Twaun Moore,10.0,51.0,1050.4
21500646,193,2,0.96416,1066.6,21500646.0,1070.0,203482.0,Kelly Olynyk,-12.0,7.0,1067.9
21500646,207,2,10.684895000000001,1113.8,21500646.0,1115.0,201565.0,Derrick Rose,-50.0,77.0,1114.1
21500646,208,2,10.684895000000001,1113.8,21500646.0,1116.0,1626171.0,Bobby Portis,0.0,-1.0,1114.1
21500646,221,2,2.244075,1125.7,21500646.0,1129.0,202340.0,Avery Bradley,46.0,254.0,1126.8
21500646,225,2,3.648846666666667,1164.1,21500646.0,1167.0,203096.0,Jared Sullinger,159.0,56.0,1165.1
21500646,227,2,4.238073333333333,1177.6,21500646.0,1182.0,2200.0,Pau Gasol,51.0,193.0,1178.7
21500646,232,2,0.8552500000000001,1212.9,21500646.0,1217.0,202710.0,Jimmy Butler,156.0,188.0,1214.3
21500646,259,2,2.87038,1306.8,21500646.0,1310.0,201565.0,Derrick Rose,-63.0,41.0,1307.8
21500646,264,2,3.1977700000000002,1328.3,21500646.0,1331.0,203096.0,Jared Sullinger,4.0,120.0,1329.5
21500646,270,2,2.288333333333333,1359.5,21500646.0,1363.0,202738.0,Isaiah Thomas,-61.0,183.0,1360.6
21500646,276,2,8.669535,1387.9,21500646.0,1389.0,203482.0,Kelly Olynyk,17.0,11.0,1388.3
21500646,288,2,3.233045,1413.8,21500646.0,1417.0,203096.0,Jared Sullinger,89.0,11.0,1414.8
21500646,289,2,3.233045,1413.8,21500646.0,1418.0,203935.0,Marcus Smart,10.0,-6.0,1414.8
21500646,292,2,1.0904566666666666,1436.3,21500646.0,1440.0,202703.0,Nikola Mirotic,-161.0,115.0,1437.8
21500646,298,3,5.070680000000001,1466.4,21500646.0,1470.0,202710.0,Jimmy Butler,141.0,13.0,1467.5
21500646,299,3,3.90559,1482.7,21500646.0,1486.0,203096.0,Jared Sullinger,2.0,56.0,1483.8
21500646,300,3,3.90559,1482.7,21500646.0,1487.0,203482.0,Kelly Olynyk,4.0,3.0,1483.8
21500646,305,3,1.4026333333333334,1498.0,21500646.0,1502.0,203503.0,Tony Snell,4.0,2.0,1499.3
21500646,306,3,1.2631133333333333,1511.2,21500646.0,1515.0,202340.0,Avery Bradley,-38.0,90.0,1512.5
21500646,316,3,2.83349,1582.8,21500646.0,1585.0,202710.0,Jimmy Butler,174.0,7.0,1583.8
21500646,324,3,1.3877350000000002,1608.8,21500646.0,1612.0,203482.0,Kelly Olynyk,10.0,-6.0,1609.9
21500646,330,3,2.1885649999999996,1630.2,21500646.0,1633.0,203096.0,Jared Sullinger,-7.0,0.0,1631.5
21500646,337,3,6.456173333333333,1659.4,21500646.0,1662.0,203109.0,Jae Crowder,15.0,-6.0,1660.1
21500646,348,3,3.292755,1739.9,21500646.0,1743.0,2200.0,Pau Gasol,145.0,16.0,1741.0
21500646,357,3,3.53503,1776.5,21500646.0,1779.0,203109.0,Jae Crowder,107.0,237.0,1777.7
21500646,363,3,3.10754,1790.2,21500646.0,1794.0,202710.0,Jimmy Butler,15.0,100.0,1791.5
21500646,364,3,3.10754,1790.2,21500646.0,1795.0,201959.0,Taj Gibson,-2.0,2.0,1791.5
21500646,366,3,7.78813,1815.6,21500646.0,1818.0,203096.0,Jared Sullinger,10.0,2.0,1816.2
21500646,374,3,2.387095,1849.2,21500646.0,1853.0,201565.0,Derrick Rose,51.0,75.0,1850.6
21500646,385,3,7.198495,1913.6,21500646.0,1917.0,1626171.0,Bobby Portis,1.0,7.0,1914.2
21500646,386,3,2.55624,1928.2,21500646.0,1931.0,203096.0,Jared Sullinger,-137.0,159.0,1929.4
21500646,388,3,2.485825,1945.3,21500646.0,1948.0,201166.0,Aaron Brooks,-2.0,2.0,1946.3
21500646,394,3,2.623895,1957.8,21500646.0,1961.0,203935.0,Marcus Smart,-92.0,234.0,1959.1
21500646,401,3,2.903036666666667,1985.6,21500646.0,1988.0,202340.0,Avery Bradley,-84.0,174.0,1986.6
21500646,424,3,5.554310000000001,2076.4,21500646.0,2079.0,203092.0,Tyler Zeller,15.0,-1.0,2077.1
21500646,425,3,0.19073500000000002,2089.0,21500646.0,2093.0,201565.0,Derrick Rose,-114.0,174.0,2090.2
21500646,427,3,3.1114,2126.0,21500646.0,2129.0,1626171.0,Bobby Portis,-140.0,38.0,2127.2
21500646,429,3,1.2162066666666667,2144.5,21500646.0,2147.0,202323.0,Evan Turner,102.0,121.0,2145.9
21500646,430,3,2.4612200000000004,2153.2,21500646.0,2156.0,201565.0,Derrick Rose,-142.0,208.0,2154.3
21500646,438,4,0.63466,2170.0,21500646.0,2174.0,202703.0,Nikola Mirotic,-96.0,183.0,2171.5
21500646,449,4,0.918075,2227.8,21500646.0,2231.0,203935.0,Marcus Smart,14.0,7.0,2229.0
21500646,452,4,4.472105,2242.8,21500646.0,2247.0,1626171.0,Bobby Portis,125.0,116.0,2244.1
21500646,463,4,3.92049,2281.6,21500646.0,2284.0,203109.0,Jae Crowder,-45.0,67.0,2282.4
21500646,474,4,3.2729350000000004,2323.2,21500646.0,2326.0,203092.0,Tyler Zeller,135.0,129.0,2324.3
21500646,475,4,2.2359999999999998,2335.6,21500646.0,2339.0,201166.0,Aaron Brooks,164.0,218.0,2336.8
21500646,477,4,2.7820066666666663,2348.6,21500646.0,2351.0,203935.0,Marcus Smart,-237.0,-10.0,2349.8
21500646,485,4,0.401955,2382.1,21500646.0,2386.0,202710.0,Jimmy Butler,148.0,115.0,2383.6
21500646,486,4,3.556355,2403.5,21500646.0,2407.0,203092.0,Tyler Zeller,110.0,144.0,2404.6
21500646,492,4,3.699245,2436.5,21500646.0,2440.0,2200.0,Pau Gasol,17.0,46.0,2437.4
21500646,493,4,2.23251,2464.0,21500646.0,2466.0,202738.0,Isaiah Thomas,-84.0,237.0,2465.2
21500646,503,4,1.3412466666666667,2495.1,21500646.0,2498.0,203935.0,Marcus Smart,30.0,85.0,2496.2
21500646,508,4,10.985675,2537.3,21500646.0,2539.0,201166.0,Aaron Brooks,-223.0,13.0,2537.9
21500646,510,4,1.2587033333333333,2556.4,21500646.0,2559.0,202340.0,Avery Bradley,-145.0,124.0,2557.9
21500646,523,4,15.19965,2594.1,21500646.0,2595.0,203096.0,Jared Sullinger,42.0,200.0,2594.2
21500646,527,4,5.18555,2628.6,21500646.0,2632.0,202703.0,Nikola Mirotic,-241.0,51.0,2630.0
21500646,529,4,2.699025,2645.2,21500646.0,2648.0,202738.0,Isaiah Thomas,79.0,213.0,2646.4
21500646,537,4,2.30318,2694.4,21500646.0,2697.0,202710.0,Jimmy Butler,153.0,136.0,2695.7
21500646,539,4,0.9215133333333334,2704.2,21500646.0,2707.0,201565.0,Derrick Rose,-6.0,129.0,2705.9
21500646,541,4,2.85576,2721.8,21500646.0,2725.0,202738.0,Isaiah Thomas,27.0,-6.0,2722.8
21500646,546,4,1.2187066666666666,2761.1,21500646.0,2763.0,202340.0,Avery Bradley,-9.0,159.0,2762.4
21500646,547,4,1.506236666666667,2771.9,21500646.0,2775.0,2200.0,Pau Gasol,-55.0,41.0,2773.4
21500646,555,4,1.99767,2776.6,21500646.0,2778.0,1626171.0,Bobby Portis,-37.0,-6.0,2777.7
21500646,556,4,1.99767,2776.6,21500646.0,2780.0,2200.0,Pau Gasol,4.0,-1.0,2777.7
21500646,558,4,6.260475,2798.9,21500646.0,2800.0,203096.0,Jared Sullinger,15.0,-1.0,2799.5
21500646,559,4,2.317825,2807.1,21500646.0,2810.0,1626171.0,Bobby Portis,191.0,134.0,2808.2
21500646,563,4,3.0365566666666672,2829.6,21500646.0,2833.0,203482.0,Kelly Olynyk,1.0,2.0,2830.5
21500646,574,4,3.0703,2844.8,21500646.0,2847.0,201565.0,Derrick Rose,10.0,2.0,2845.8
21500646,586,4,3.602285,2858.8,21500646.0,2862.0,202710.0,Jimmy Butler,213.0,139.0,2859.9
